,SMILES,logLD50,sigma,n_obs,SMILES_CANON,scaffold
620,CC(C)(CC(=C)C1=CC=CC=C1)C1=CC=CC=C1,2.889075625191822,1.281438274636462,4,C=C(CC(C)(C)c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d90419a0>
622,CC(C)(CNC1=CC=C(C=C1)N=O)[N+]([O-])=O,3.436162647040756,0.001,1,CC(C)(CNc1ccc(N=O)cc1)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f64d9041a80>
623,CC(C)(CO)C(O)C#N,2.4913616938342726,0.001,1,CC(C)(CO)C(O)C#N,<rdkit.Chem.rdchem.Mol object at 0x7f64d9041af0>
627,CC(C)(COB1OCC(C)(C)CO1)COB1OCC(C)(C)CO1,3.6989700043360187,1.001,1,CC1(C)COB(OCC(C)(C)COB2OCC(C)(C)CO2)OC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9041cb0>
628,CC(C)(COC(N)=O)COC(N)=O,3.399327532158679,0.001,1,CC(C)(COC(N)=O)COC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9041d20>
629,CC(C)(COCC1CO1)COCC1CO1,3.6532125137753435,0.001,1,CC(C)(COCC1CO1)COCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9041d90>
630,CC(C)(CS(O)(=O)=O)NC(=O)C=C,3.497422424776699,0.23597133504626966,2,C=CC(=O)NC(C)(C)CS(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9041e00>
631,CC(C)(N)C#C,3.167317334748176,0.001,1,C#CC(C)(C)N,<rdkit.Chem.rdchem.Mol object at 0x7f64d9041e70>
632,CC(C)(N)CC1=CC=C(Cl)C=C1,2.3979400086720375,0.001,1,CC(C)(N)Cc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9041ee0>
633,CC(C)(N)CC1=CC=CC=C1,2.4160947305342564,0.23811778324108712,2,CC(C)(N)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9041f50>
635,CC(C)(N=C=O)C1=CC(=CC=C1)C(C)(C)N=C=O,3.6808639180087965,0.5191060863272224,2,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042030>
636,CC(C)(N=C=O)C1=CC=C(C=C1)C(C)(C)N=C=O,4.0,1.001,1,CC(C)(N=C=O)c1ccc(C(C)(C)N=C=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d90420a0>
637,CC(C)(N=NC(C)(C)C#N)C#N,2.4771212547196626,1.2050625847265821,3,CC(C)(C#N)N=NC(C)(C)C#N,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042110>
639,CC(C)(O)C#C,3.221161477872787,0.06987313348973079,2,C#CC(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d90421f0>
640,CC(C)(O)C(=O)C1=CC=C(CC2=CC=C(C=C2)C(=O)C(C)(C)O)C=C1,3.3010299956639813,1.001,1,CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042260>
641,CC(C)(O)C(=O)C1=CC=C(OCCO)C=C1,3.6108730003800518,0.001,1,CC(C)(O)C(=O)c1ccc(OCCO)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d90422d0>
643,CC(C)(O)C(=O)OCC=C,2.6989700043360187,1.1885907190916207,3,C=CCOC(=O)C(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d90423b0>
644,CC(C)(O)C(C)(O)C1=CC=C(Cl)C=C1,2.920123326290724,0.001,1,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042420>
645,CC(C)(O)CC1=CC=CC=C1,3.1072099696478683,0.001,1,CC(C)(O)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042490>
646,CC(C)(O)CCC(C)(C)O,3.3010299956639813,1.001,1,CC(C)(O)CCC(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042500>
647,CC(C)(O)CCC1=CC=CC=C1,3.342422680822206,0.001,1,CC(C)(O)CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042570>
649,CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O,3.0941215958405612,0.001,1,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042650>
650,CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O,2.9542425094393248,0.001,1,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d90426c0>
651,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,3.0342272607705505,0.001,1,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042730>
652,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OC(COC(=O)C1=CN=CC=C1)COC(=O)C1=CN=CC=C1,3.6020599913279625,1.001,1,CC(C)(Oc1ccc(Cl)cc1)C(=O)OC(COC(=O)c1cccnc1)COC(=O)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d90427a0>
653,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,3.863322860120456,0.001,1,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042810>
654,CC(C)(OO)C1=CC(=CC=C1)C(C)(C)OO,3.1760912590556813,0.001,1,CC(C)(OO)c1cccc(C(C)(C)OO)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042880>
655,CC(C)(OO)C1=CC=CC=C1,2.582063362911709,0.001,1,CC(C)(OO)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d90428f0>
656,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,3.4569069261918584,0.6568769305278771,2,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042960>
657,CC(C)(S)C(=O)N[C@@H](CS)C(O)=O,3.591064607026499,0.001,1,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d90429d0>
658,CC(C)(S)C(N)C(O)=O,2.5622928644564746,0.001,1,CC(C)(S)C(N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042a40>
659,CC(C)(S)[C@@H](N)C(O)=O,3.7902851640332416,0.001,1,CC(C)(S)[C@@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042ab0>
660,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,3.6989700043360187,1.001,1,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042b20>
661,CC(C)=C1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,3.1089031276673134,0.001,1,CC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042b90>
662,CC(C)=C1CCC(=O)C2C1C=CC2 ,3.5,1.1999700043360186,2,CC(C)=C1CCC(=O)C2CC=CC12,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042c00>
663,CC(C)=C1CCC(C)=CC1,3.6424645202421213,0.001,1,CC1=CCC(=C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042c70>
664,CC(C)=CC(=O)NC1=CC=C(O)C=C1,3.290034611362518,0.001,1,CC(C)=CC(=O)Nc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042ce0>
666,CC(C)=CC(N)=O,3.5515719736742537,0.001,1,CC(C)=CC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042dc0>
667,CC(C)=CC(O)=O,3.5514499979728753,0.001,1,CC(C)=CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042e30>
668,CC(C)=CC1C(C(=O)OC2CC(=O)C(C3CCC=C3)=C2C)C1(C)C,3.1492191126553797,0.001,1,CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042ea0>
670,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,2.8356905714924254,0.001,1,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042f80>
671,CC(C)=CC1C(C(=O)OCC2=C(C)C=C(C)C=C2)C1(C)C,4.389075625191822,0.7139843661361406,2,CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9042ff0>
672,CC(C)=CC1C(C(=O)OCC2=C(C)OC(CC#C)=C2)C1(C)C,4.146128035678238,0.001,1,C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043060>
673,CC(C)=CC1C(C(=O)OCC2=CC3=C(OCO3)C=C2Cl)C1(C)C,4.176091259055681,0.001,1,CC(C)=CC1C(C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d90430d0>
674,CC(C)=CC1C(C(=O)OCC2=CC=C(CC#C)O2)C1(C)C,4.0,0.001,1,C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043140>
675,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,3.6989700043360187,1.2430567273061823,4,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d90431b0>
678,CC(C)=CC1C(C(=O)OCN2C(=O)CN(CC#C)C2=O)C1(C)C,3.380211241711606,0.4740795142996215,5,C#CCN1CC(=O)N(COC(=O)C2C(C=C(C)C)C2(C)C)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043300>
679,CC(C)=CC1C(C(Cl)=O)C1(C)C,2.6020599913279625,0.001,1,CC(C)=CC1C(C(=O)Cl)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043370>
680,CC(C)=CC1CC(C)=CCO1,3.6989700043360187,0.001,1,CC(C)=CC1CC(C)=CCO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d90433e0>
681,CC(C)=CC=O,2.838849090737255,0.001,1,CC(C)=CC=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043450>
682,CC(C)=CCC(=O)C1=COC=C1,1.3979400086720377,0.001,1,CC(C)=CCC(=O)c1ccoc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d90434c0>
685,CC(C)=CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,3.1280760126687155,0.001,1,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043610>
686,CC(C)=CCCC(=C)C=C,3.6989700043360187,1.001,1,C=CC(=C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043680>
687,CC(C)=CCCC(C)(C)O,3.6989700043360187,1.001,1,CC(C)=CCCC(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d90436f0>
688,CC(C)=CCCC(C)(O)C=C,3.4456042032735974,0.7146315903092335,3,C=CC(C)(O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043760>
689,CC(C)=CCCC(C)(OC(=O)C1=CC=CC=C1)C=C,3.6989700043360187,1.001,1,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d90437d0>
690,CC(C)=CCCC(C)(OC(=O)CC1=CC=CC=C1)C=C,3.6989700043360187,1.001,1,C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043840>
691,CC(C)=CCCC(C)(OC(C)=O)C#C,3.9830847727377883,0.001,1,C#CC(C)(CCC=C(C)C)OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d90438b0>
692,CC(C)=CCCC(C)=C/CO,3.6532125137753435,0.001,1,CC(C)=CCCC(C)=CCO,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043920>
693,CC(C)=CCCC(C)=C1CCC(C)=CC1,3.6989700043360187,1.001,1,CC(C)=CCCC(C)=C1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043990>
695,CC(C)=CCCC(C)=CC(O)=O,3.568201724066995,0.001,1,CC(C)=CCCC(C)=CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043a70>
696,CC(C)=CCCC(C)=CC=O,3.694605198933569,0.41616821284605215,5,CC(C)=CCCC(C)=CC=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043ae0>
698,CC(C)=CCCC(C)=CCCC(C)(O)C=C,3.6989700043360187,1.001,1,C=CC(C)(O)CCC=C(C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043bc0>
699,CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(/C)CCC=C(C)C,3.9542425094393248,1.001,1,CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043c30>
700,CC(C)=CCCC(C)=CCCC(C)=CCO,3.7781512503836434,0.9104529165577576,3,CC(C)=CCCC(C)=CCCC(C)=CCO,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043ca0>
702,CC(C)=CCCC(C)=CCO,3.5563025007672873,0.736872710252121,7,CC(C)=CCCC(C)=CCO,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043d80>
703,CC(C)=CCCC(C)=CCOC(=O)C1=CC=CC=C1,3.6989700043360187,1.001,1,CC(C)=CCCC(C)=CCOC(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043df0>
704,CC(C)=CCCC(C)=CCOC(=O)CC1=CC=CC=C1,3.6989700043360187,1.001,1,CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043e60>
705,CC(C)=CCCC(C)=CCOC(C)=O,3.801403710017355,0.001,1,CC(=O)OCC=C(C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043ed0>
706,CC(C)=CCCC(C)=CCOC=O,3.7781512503836434,1.001,1,CC(C)=CCCC(C)=CCOC=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9043f40>
708,CC(C)=CCCC(C)=O,3.5440680443502757,0.001,1,CC(=O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc80b0>
710,CC(C)=CCN(CCC(C(N)=O)C1=CC=CC2=CC=CC=C12)CC=C(C)C,2.5477747053878224,0.001,1,CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8190>
714,CC(C)=CCOC(=O)C1=CC=CC=C1,3.6720978579357175,0.001,1,CC(C)=CCOC(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8350>
715,CC(C)=CCOC(C)=O,3.462397997898956,0.001,1,CC(=O)OCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc83c0>
716,CC(C)=CCOC1=CC=C(C=CC(=O)C2=CC=C(OCC=C(C)C)C=C2OCC(O)=O)C=C1,4.0,1.001,1,CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8430>
717,CC(C)=COC(=O)C1=C(O)C=CC=C1,3.505149978319906,0.001,1,CC(C)=COC(=O)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc84a0>
718,CC(C)=C[C@@H]1[C@@H](C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,3.0948203803548,0.001,1,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8510>
720,CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C/C=C)=C2C)C1(C)C,3.012837224705172,0.39675370029706,3,C=CC=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc85f0>
721,CC(C)=C[C@H]1[C@@H](C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,1.7993405494535817,0.001,1,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8660>
722,CC(C)=C[C@H]1[C@H](C(=O)O[C@@H]2CC(=O)C(CC=C)=C2C)C1(C)C,3.12057393120585,0.001,1,C=CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc86d0>
723,CC(C)=NN=C(C)C,2.6263403673750423,0.001,1,CC(C)=NN=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8740>
724,CC(C)=NNC(=O)CSC1=NC=NC(OC2=CC=C(C)C=C2)=C1,2.9542425094393248,0.001,1,CC(C)=NNC(=O)CSc1cc(Oc2ccc(C)cc2)ncn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc87b0>
725,CC(C)=NNC(=O)CSC1=NC=NC(OC2=CC=C(F)C=C2)=C1,2.57978359661681,0.001,1,CC(C)=NNC(=O)CSc1cc(Oc2ccc(F)cc2)ncn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8820>
726,CC(C)=NNC(=O)CSC1=NC=NC(OC2=CC=CC=C2)=C1,3.031408464251624,0.001,1,CC(C)=NNC(=O)CSc1cc(Oc2ccccc2)ncn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8890>
727,CC(C)=NNC(N)=S,1.6857417386022637,0.001,1,CC(C)=NNC(N)=S,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8900>
728,CC(C)=O,3.926856708949692,0.09688437864297168,3,CC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8970>
729,CC(C)C(=O)C(C)C,3.5485122563410356,0.001,1,CC(C)C(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc89e0>
730,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,3.1271047983648077,0.001,1,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8a50>
732,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,2.8959747323590648,0.001,1,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8b30>
733,CC(C)C(=O)OC(=O)C(C)C,3.886490725172482,0.001,1,CC(C)C(=O)OC(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8ba0>
735,CC(C)C(=O)OC(C)OC(=O)ON1C(=O)CCC1=O,2.889075625191822,1.4129543704721592,2,CC(OC(=O)ON1C(=O)CCC1=O)OC(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8c80>
736,CC(C)C(=O)OC1CCC(CC1)N1CCCCC1,3.4983105537896004,0.001,1,CC(C)C(=O)OC1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8cf0>
739,CC(C)C(=O)OCC=C(C)CCC=C(C)C,3.6989700043360187,1.001,1,CC(C)=CCCC(C)=CCOC(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8e40>
740,CC(C)C(=O)OCC=CC1=CC=CC=C1,3.6989700043360187,1.001,1,CC(C)C(=O)OCC=Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8eb0>
742,CC(C)C(=O)OCCC1=CC=CC=C1,3.716003343634799,0.001,1,CC(C)C(=O)OCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc8f90>
746,CC(C)C(Br)C(=O)NC(N)=O,3.0,0.001,1,CC(C)C(Br)C(=O)NC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9150>
747,CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl,3.0791812460476247,0.001,1,CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc91c0>
748,CC(C)C(Br)C(=O)OCC(Br)(Br)Br,3.6989700043360187,0.001,1,CC(C)C(Br)C(=O)OCC(Br)(Br)Br,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9230>
750,CC(C)C(Br)C(O)=O,2.885926339801431,0.001,1,CC(C)C(Br)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9310>
751,CC(C)C(C(=O)OC(C#N)C1=CC=C(OC2=CC=CC=C2)C=C1)C1=CC=C(Cl)C=C1,2.6541765418779604,0.001,1,CC(C)C(C(=O)OC(C#N)c1ccc(Oc2ccccc2)cc1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9380>
753,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1,1.8672799107897382,0.04220510808891165,2,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9460>
754,CC(C)C(C)=O,3.48826861549546,0.6653614147364375,3,CC(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc94d0>
755,CC(C)C(CC=C)C(=O)NC(N)=O,3.0211892990699383,0.001,1,C=CCC(C(=O)NC(N)=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9540>
756,CC(C)C(CCN(C)C)(C(N)=O)C1=C2C=CC=CC2=CC=C1,3.012837224705172,0.001,1,CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc95b0>
757,CC(C)C(N=C(O)COC1=C(Cl)C=C(Cl)C=C1)C(O)=O,2.8750612633917,0.001,1,CC(C)C(N=C(O)COc1ccc(Cl)cc1Cl)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9620>
758,CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C1=CN=CN=C1,3.274808119759543,0.4251618845764761,2,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9690>
761,CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,3.4030899869919438,1.1030599913279622,2,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc97e0>
763,CC(C)C(OC1=CC=CC=C1Cl)C(=O)OC1CC(C)CC(C)(C)C1,3.6989700043360187,1.001,1,CC1CC(OC(=O)C(Oc2ccccc2Cl)C(C)C)CC(C)(C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc98c0>
766,CC(C)C1=C(C(=O)C2=CN=CC=C2)C2=CC=CC=C2N1C,3.380211241711606,0.001,1,CC(C)c1c(C(=O)c2cccnc2)c2ccccc2n1C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9a10>
768,CC(C)C1=C(N)C=CC=C1,3.0718820073061255,0.001,1,CC(C)c1ccccc1N,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9af0>
769,CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C(N)=C12)C1=C(C)C(N)=C2C(C(C)C)=C(O)C(O)=C(C=O)C2=C1O,3.514547752660286,0.001,1,Cc1c(-c2c(C)c(N)c3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1N,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9b60>
770,CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C,3.364550995353972,0.001,1,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9bd0>
771,CC(C)C1=C(OC(=O)C2=CC=CC=C2NC2=CC=CC(C)=C2C)C=C(C)C=C1,3.3010299956639813,1.001,1,Cc1ccc(C(C)C)c(OC(=O)c2ccccc2Nc2cccc(C)c2C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9c40>
772,CC(C)C1=C2C(NS1)=NC(=NC2=O)C(C)(C)C,4.008600171761918,0.001,1,CC(C)c1s[nH]c2nc(C(C)(C)C)nc(=O)c1-2,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9cb0>
773,CC(C)C1=C2C=CC=CC2=NC=C1,2.9731278535996988,0.001,1,CC(C)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9d20>
775,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1[N+]([O-])=O)[N+]([O-])=O,3.3010299956639813,1.001,1,CC(C)c1cc(C(C)C)c([N+](=O)[O-])c(C(C)C)c1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9e00>
776,CC(C)C1=CC(C(C)C)=C(N=C=O)C(C(C)C)=C1N=C=O,3.3010299956639813,1.001,1,CC(C)c1cc(C(C)C)c(N=C=O)c(C(C)C)c1N=C=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9e70>
777,CC(C)C1=CC(C)=CC=C1,3.4727564493172123,0.001,1,Cc1cccc(C(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9ee0>
778,CC(C)C1=CC(OC(=O)C2=CC=CC=C2NC2=CC=CC(C)=C2C)=C(C)C=C1,3.3010299956639813,1.001,1,Cc1ccc(C(C)C)cc1OC(=O)c1ccccc1Nc1cccc(C)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fc9f50>
